"gene","spearman_correlation","p_value","cancer_type"
"TPBG",0.350751910967316,2.2349981994995e-18,"UCEC"
"YAP1",0.350619182143948,2.30608329438968e-18,"UCEC"
"SRBD1",0.350513856560824,2.364072547757e-18,"UCEC"
"UBTD2",0.35041227868561,2.4213578563219e-18,"UCEC"
"PKD2L2",0.350395249100863,2.43109466195077e-18,"UCEC"
"COL3A1",0.350395099192547,2.43118054424681e-18,"UCEC"
"POLR2J",-0.350127123086095,2.58957917734602e-18,"UCEC"
"SMARCA5",0.350091894631734,2.61114416859059e-18,"UCEC"
"METTL26",-0.349684203974368,2.87394833080739e-18,"UCEC"
"RBBP9",0.349661148075301,2.88956482439259e-18,"UCEC"
"REV3L",0.349592310176396,2.93668982576284e-18,"UCEC"
"SWAP70",0.349534955254529,2.97653115935978e-18,"UCEC"
"ATXN1L",0.349460750637896,3.02886771076251e-18,"UCEC"
"GADD45GIP1",-0.349439853418585,3.04376935858882e-18,"UCEC"
"ITGA4",0.349282839447956,3.15806783118552e-18,"UCEC"
"ARHGAP19-SLIT1",0.349223404068735,3.20242782774294e-18,"UCEC"
"PRKD3",0.34919739170759,3.22203483446497e-18,"UCEC"
"MBLAC1",-0.349180811847793,3.23459365992748e-18,"UCEC"
"SURF2",-0.349001041794729,3.37389827488189e-18,"UCEC"
"MROH8",0.348928576114566,3.43170822293638e-18,"UCEC"
"BBX",0.348782385524382,3.55131731400746e-18,"UCEC"
"RALGAPA2",0.348384558834238,3.89798701814063e-18,"UCEC"
"MYL5",-0.348286728666935,3.98821804713045e-18,"UCEC"
"ZNF407",0.348241756172005,4.03038424134032e-18,"UCEC"
"RAPGEF5",0.34815804736811,4.11004178438755e-18,"UCEC"
"MFSD14A",0.348131363687786,4.13575838808619e-18,"UCEC"
"MYCBP2",0.348106658797238,4.15970913371523e-18,"UCEC"
"SVIL",0.348021570836832,4.24324960589944e-18,"UCEC"
"ANKFY1",0.347766217010623,4.50400358892927e-18,"UCEC"
"ADGRF5",0.347355198388633,4.95721643402084e-18,"UCEC"
"MXD3",-0.347347223266198,4.96644019943405e-18,"UCEC"
"TMEM184C",0.347280514065387,5.0442586209033e-18,"UCEC"
"VAMP7",0.346616420223597,5.88744738026981e-18,"UCEC"
"MIB1",0.34645385964526,6.11413490644069e-18,"UCEC"
"SNX19",0.34637066052964,6.23345705817998e-18,"UCEC"
"ZNF281",0.346352911384975,6.25920761783003e-18,"UCEC"
"TMTC3",0.346172061992033,6.52762831694208e-18,"UCEC"
"ROMO1",-0.346170982652154,6.52926383586982e-18,"UCEC"
"LIPG",0.345921565195276,6.91822728240013e-18,"UCEC"
"HMCN1",0.345875483378805,6.99254762379697e-18,"UCEC"
"B4GALT5",0.345831680168744,7.06392147235936e-18,"UCEC"
"AP3B1",0.345760593645093,7.18128061731171e-18,"UCEC"
"DHRS4L2",-0.345464045013529,7.69191857048474e-18,"UCEC"
"RPL28",-0.345209710563872,8.1582187798548e-18,"UCEC"
"F2R",0.34519636872371,8.18343353232789e-18,"UCEC"
"ACER2",0.345115013154788,8.33885606543885e-18,"UCEC"
"ATF6",0.344910883325899,8.74173516815087e-18,"UCEC"
"BPTF",0.344906386076406,8.75082347442272e-18,"UCEC"
"NDUFA2",-0.344675257434132,9.23063860451216e-18,"UCEC"
"SDE2",0.344603901075511,9.38393696087612e-18,"UCEC"
"RAI14",0.344548225126789,9.50528640832604e-18,"UCEC"
"SPTLC1",0.344262559838998,1.01526266680902e-17,"UCEC"
"ZNF81",0.3442483485306,1.01859396832163e-17,"UCEC"
"PBRM1",0.344061532786664,1.06339914307526e-17,"UCEC"
"TPM4",0.344003997974818,1.07758477825005e-17,"UCEC"
"PLK2",0.343870429664878,1.11123913819132e-17,"UCEC"
"UBR3",0.343564646681022,1.19222954197442e-17,"UCEC"
"SCYL2",0.343545818196478,1.1974021333937e-17,"UCEC"
"CD93",0.343379180111933,1.24415466351338e-17,"UCEC"
"MMP2",0.343297270207835,1.26778967518218e-17,"UCEC"
"RNF4",0.343077954340897,1.33327057752508e-17,"UCEC"
"MRPL41",-0.342924028481585,1.38120477911044e-17,"UCEC"
"YWHAQ",0.342890538963695,1.39185631653945e-17,"UCEC"
"TMEM45A",0.342804911333349,1.41945969644509e-17,"UCEC"
"RPL8",-0.342580228748683,1.49447721140589e-17,"UCEC"
"AKAP13",0.342574652159311,1.49638791698828e-17,"UCEC"
"NDUFAF3",-0.342467767529696,1.53347793197929e-17,"UCEC"
"MICAL2",0.342412691214239,1.5529417025825e-17,"UCEC"
"NDEL1",0.342368498242555,1.56873498334726e-17,"UCEC"
"SERPINE1",0.342236548942433,1.61683641898628e-17,"UCEC"
"GIGYF2",0.342106818285394,1.66554333714233e-17,"UCEC"
"MLLT11",0.342077796035332,1.67663573866228e-17,"UCEC"
"PHLDB2",0.341985452512411,1.71241566942483e-17,"UCEC"
"ASCC3",0.341927437993952,1.73527754430381e-17,"UCEC"
"PJA2",0.34182067329099,1.77813823104755e-17,"UCEC"
"TES",0.341768595141862,1.79942138056549e-17,"UCEC"
"GJB2",0.341752435025351,1.80607647475009e-17,"UCEC"
"KRAS",0.341680928758413,1.83581624918357e-17,"UCEC"
"ACTN1",0.34161493911752,1.86368895850335e-17,"UCEC"
"GNA12",0.3412585770677,2.02156174557408e-17,"UCEC"
"P4HA3",0.340983675197029,2.15227220213255e-17,"UCEC"
"UBE2G1",0.340562252937878,2.36895927456941e-17,"UCEC"
"PARP4",0.340560843799704,2.36971867276466e-17,"UCEC"
"ARPP19",0.340528043860069,2.38746271655605e-17,"UCEC"
"SHROOM4",0.340135943667612,2.60997528661634e-17,"UCEC"
"ULBP3",0.340034446137305,2.67082301389304e-17,"UCEC"
"ELK3",0.339978509953696,2.70495114535395e-17,"UCEC"
"KLHL20",0.339913899469314,2.74490602777935e-17,"UCEC"
"PDZD8",0.339804436416656,2.81392702395771e-17,"UCEC"
"KIDINS220",0.339597023270042,2.94942538682048e-17,"UCEC"
"YWHAG",0.339593095672152,2.95205216729636e-17,"UCEC"
"MRPL23",-0.339525906764728,2.99734632781401e-17,"UCEC"
"DYNLRB1",-0.339493556550042,3.01939783407495e-17,"UCEC"
"DESI2",0.339486570822496,3.0241805676836e-17,"UCEC"
"SEC23IP",0.339419591786715,3.07041736891019e-17,"UCEC"
"RPL29",-0.339387211590366,3.09301871178672e-17,"UCEC"
"MAML1",0.339353152420872,3.11696863035604e-17,"UCEC"
"PIK3C2A",0.339342688820386,3.1243630573451e-17,"UCEC"
"ADNP2",0.339159021151094,3.25700384558287e-17,"UCEC"
"SBF2",0.338725756134945,3.59224389140541e-17,"UCEC"
"RSC1A1",0.338717301305899,3.59911257416386e-17,"UCEC"
"TGFBRAP1",0.338590628778515,3.70358151721378e-17,"UCEC"
"RPS16",-0.338395298242205,3.87054811307828e-17,"UCEC"
"DLG5",0.338276450928938,3.97573861123376e-17,"UCEC"
"YLPM1",0.33809928928058,4.13778397435705e-17,"UCEC"
"RGPD4",0.338044003093481,4.1896705322885e-17,"UCEC"
"RPS20",-0.338038486467436,4.19488292301902e-17,"UCEC"
"NFKB1",0.337986378336645,4.24443316345666e-17,"UCEC"
"GRPR",0.337958880342319,4.27081299064527e-17,"UCEC"
"ROCK1",0.337820609720335,4.40592546344368e-17,"UCEC"
"BACH1",0.337769490984432,4.45693408999234e-17,"UCEC"
"NSD1",0.337098021653474,5.18340397657563e-17,"UCEC"
"ZNF669",0.337061563950918,5.22602038702189e-17,"UCEC"
"ABTB2",0.336769692458827,5.57985460731211e-17,"UCEC"
"GALNT1",0.336590611984019,5.80851028759817e-17,"UCEC"
"COL1A1",0.336555623382964,5.85424931778359e-17,"UCEC"
"ARIH1",0.336472903973957,5.96379841503425e-17,"UCEC"
"LIN37",-0.336414499693876,6.04235793188178e-17,"UCEC"
"SPRY4",0.336330521055011,6.15710465713618e-17,"UCEC"
"COPB1",0.336319008096309,6.17300188808822e-17,"UCEC"
"ROCK2",0.336244773498013,6.27647980213692e-17,"UCEC"
"EXOC6B",0.336172967414442,6.37819532627646e-17,"UCEC"
"PSME3",0.335937641339309,6.72303958407463e-17,"UCEC"
"DALRD3",-0.335770823364784,6.9785363342544e-17,"UCEC"
"PICALM",0.335739522508314,7.0275295492766e-17,"UCEC"
"SPTY2D1",0.335658122292491,7.15652966644112e-17,"UCEC"
"POMK",0.335575912571761,7.28917623361648e-17,"UCEC"
"NCOA4",0.335537056336142,7.35271010502133e-17,"UCEC"
"ITGB3",0.335504226414843,7.40681464622223e-17,"UCEC"
"DENND4C",0.33549151418961,7.4278697280537e-17,"UCEC"
"PGM2",0.335471366511882,7.46136070319038e-17,"UCEC"
"RAI1",0.335403667916181,7.57498608155054e-17,"UCEC"
"COL8A1",0.335326525096546,7.70653830847067e-17,"UCEC"
"STX17",0.33525612815115,7.82854628646591e-17,"UCEC"
"ACLY",0.335242246641049,7.85282822536396e-17,"UCEC"
"NFE2L2",0.334905012892405,8.46602588355573e-17,"UCEC"
"KDR",0.334799207602668,8.66794527316731e-17,"UCEC"
"PLAU",0.334584149131917,9.09307304102358e-17,"UCEC"
"GNL3L",0.334499091153174,9.26681787973001e-17,"UCEC"
"COX5B",-0.334420119452078,9.43105143912658e-17,"UCEC"
"TRIM2",0.334379524279988,9.51658587569358e-17,"UCEC"
"SEC24B",0.3342384005909,9.81991374558442e-17,"UCEC"
"RPS21",-0.334174869446397,9.95955108990916e-17,"UCEC"
"IREB2",0.334163146616052,9.9855296947672e-17,"UCEC"
"ITGA1",0.334080816968668,1.01698649971432e-16,"UCEC"
"ITFG1",0.334078748233901,1.01745397191639e-16,"UCEC"
"MCRIP2",-0.334074610764368,1.01838955043119e-16,"UCEC"
"EIF3A",0.334051944626923,1.02352992753546e-16,"UCEC"
"LPP",0.334041570971426,1.02589103805845e-16,"UCEC"
"PTCD1",-0.334006372498728,1.03394243088145e-16,"UCEC"
"RPL35",-0.333963168921933,1.04390992638965e-16,"UCEC"
"CDH11",0.333955343707815,1.04572536283774e-16,"UCEC"
"AKAP11",0.333833887989843,1.07430424704146e-16,"UCEC"
"ACTR2",0.333794582029274,1.08371653442812e-16,"UCEC"
"SMARCC1",0.333569689572965,1.13915000714569e-16,"UCEC"
"ALS2",0.333457048463998,1.1679536161556e-16,"UCEC"
"ACOT8",-0.333341139353734,1.19834049514746e-16,"UCEC"
